candidate_id,semantic_score,skill_match,matched_skills,experience,github,profile_score,response_rate,open_to_work,final_score
CAND_0063737,0.6549,0.16,"embeddings, langchain, pinecone, rag",7.7,-1.0,35.5,0.41,True,0.5555
CAND_0022801,0.6454,0.2,"embeddings, faiss, langchain, pinecone, rag",7.2,-1.0,78.7,0.65,False,0.5555
CAND_0039597,0.6413,0.12,"embeddings, faiss, langchain",13.0,-1.0,29.6,0.06,False,0.5552
CAND_0046862,0.633,0.0,,8.9,-1.0,36.2,0.75,True,0.5551
CAND_0013732,0.6341,0.16,"faiss, langchain, pinecone, rag",8.4,27.4,35.8,0.66,False,0.555
CAND_0006532,0.6333,0.0,,13.7,-1.0,26.0,0.18,True,0.555
CAND_0058124,0.639,0.16,"embeddings, faiss, llms, rag",7.0,19.2,71.9,0.31,True,0.5545
CAND_0029125,0.6325,0.0,,10.0,42.0,34.0,0.28,False,0.5543
CAND_0020075,0.6365,0.08,"embeddings, llms",15.0,-1.0,26.9,0.33,False,0.5536
CAND_0094963,0.6322,0.12,"embeddings, langchain, rag",13.6,-1.0,30.0,0.13,False,0.553
CAND_0022906,0.6415,0.16,"faiss, langchain, pinecone, rag",7.6,7.8,78.3,0.48,False,0.5526
CAND_0018392,0.6316,0.0,,8.8,-1.0,75.7,0.09,True,0.5523
CAND_0081801,0.6345,0.12,"langchain, llms, pinecone",8.8,8.4,71.7,0.09,False,0.5523
CAND_0032919,0.6439,0.12,"embeddings, faiss, langchain",7.0,-1.0,67.4,0.62,True,0.5522
CAND_0055999,0.6387,0.12,"embeddings, langchain, pinecone",7.8,25.4,58.1,0.73,False,0.5519
CAND_0036983,0.6336,0.12,"embeddings, langchain, pinecone",9.4,28.5,36.2,0.08,False,0.5519
CAND_0063568,0.6316,0.12,"embeddings, llms, pinecone",8.5,-1.0,80.9,0.25,False,0.5517
CAND_0008764,0.6485,0.24,"embeddings, faiss, langchain, llms, pinecone, rag",8.3,-1.0,27.3,0.37,False,0.551
CAND_0004001,0.653,0.08,"embeddings, llms",7.6,-1.0,59.1,0.36,True,0.5508
CAND_0079322,0.6318,0.12,"embeddings, faiss, langchain",8.9,-1.0,35.4,0.7,False,0.5506
CAND_0035423,0.6345,0.2,"embeddings, langchain, llms, pinecone, rag",7.9,-1.0,78.6,0.2,False,0.5505
CAND_0057048,0.6344,0.0,,9.3,-1.0,82.9,0.18,False,0.55
CAND_0031232,0.6441,0.08,"embeddings, faiss",8.3,-1.0,73.8,0.43,False,0.5498
CAND_0090280,0.6335,0.2,"embeddings, langchain, llms, pinecone, rag",6.2,19.5,75.8,0.51,True,0.5498
CAND_0028518,0.6416,0.2,"embeddings, faiss, llms, pinecone, rag",8.9,-1.0,38.8,0.05,False,0.5497
CAND_0052305,0.6349,0.16,"embeddings, llms, pinecone, rag",7.9,-1.0,68.5,0.52,False,0.5493
CAND_0045708,0.6366,0.16,"faiss, langchain, llms, pinecone",6.6,-1.0,77.5,0.54,True,0.5492
CAND_0030498,0.6493,0.08,"llms, pinecone",7.5,29.4,62.0,0.74,False,0.5487
CAND_0096466,0.6432,0.16,"langchain, llms, pinecone, rag",7.0,33.0,75.9,0.51,False,0.5487
CAND_0022180,0.6334,0.0,,8.8,-1.0,52.2,0.33,True,0.5487
CAND_0099661,0.6382,0.16,"langchain, llms, pinecone, rag",8.1,-1.0,68.7,0.31,False,0.5487
CAND_0099054,0.6323,0.12,"embeddings, pinecone, rag",8.6,40.8,33.3,0.45,False,0.5485
CAND_0028175,0.6358,0.16,"embeddings, faiss, llms, pinecone",8.5,-1.0,30.5,0.71,False,0.5484
CAND_0023868,0.632,0.16,"faiss, llms, pinecone, rag",9.2,-1.0,28.1,0.32,False,0.5476
CAND_0014625,0.6462,0.08,"embeddings, rag",7.3,-1.0,72.9,0.33,True,0.5475
CAND_0052316,0.6459,0.16,"embeddings, llms, pinecone, rag",8.5,-1.0,41.9,0.32,False,0.5475
CAND_0071139,0.6374,0.2,"embeddings, faiss, langchain, llms, pinecone",8.3,-1.0,29.6,0.59,False,0.5472
CAND_0007564,0.6372,0.2,"embeddings, faiss, llms, pinecone, rag",7.8,-1.0,73.2,0.19,False,0.5469
CAND_0033451,0.6388,0.2,"embeddings, faiss, langchain, llms, pinecone",6.1,38.9,83.4,0.05,True,0.5463
CAND_0081383,0.632,0.16,"embeddings, langchain, llms, rag",7.8,-1.0,39.0,0.33,True,0.5454
CAND_0056356,0.6524,0.24,"embeddings, faiss, langchain, llms, pinecone, rag",6.2,27.0,52.3,0.16,True,0.5453
CAND_0087083,0.6378,0.12,"faiss, langchain, pinecone",7.5,34.4,75.5,0.32,False,0.5446
CAND_0088482,0.6378,0.12,"embeddings, faiss, rag",7.2,27.3,43.6,0.45,True,0.5444
CAND_0021367,0.6318,0.2,"embeddings, faiss, langchain, llms, rag",7.7,-1.0,72.0,0.27,False,0.544
CAND_0080204,0.6401,0.08,"pinecone, rag",7.2,-1.0,54.3,0.69,True,0.5439
CAND_0042121,0.6332,0.12,"faiss, langchain, rag",8.2,29.9,45.4,0.44,False,0.5435
CAND_0060162,0.6329,0.2,"embeddings, langchain, llms, pinecone, rag",7.7,22.1,50.9,0.35,False,0.543
CAND_0075469,0.6335,0.24,"embeddings, faiss, langchain, llms, pinecone, rag",5.4,-1.0,81.1,0.72,True,0.5429
CAND_0003189,0.6612,0.16,"faiss, langchain, pinecone, rag",7.9,-1.0,51.6,0.13,False,0.5423
CAND_0082963,0.6336,0.16,"embeddings, faiss, llms, rag",7.6,-1.0,66.8,0.5,False,0.5412
CAND_0007509,0.6405,0.08,"embeddings, faiss",8.0,-1.0,56.8,0.67,False,0.5408
CAND_0048271,0.6431,0.12,"faiss, pinecone, rag",7.8,-1.0,37.9,0.2,True,0.5405
CAND_0076037,0.637,0.2,"embeddings, faiss, langchain, llms, pinecone",7.5,-1.0,58.2,0.42,False,0.5402
CAND_0061292,0.6439,0.24,"embeddings, faiss, langchain, llms, pinecone, rag",6.6,10.6,56.3,0.63,False,0.5402
CAND_0006090,0.6484,0.16,"faiss, langchain, pinecone, rag",6.5,-1.0,62.3,0.35,True,0.5398
CAND_0041370,0.6382,0.12,"faiss, llms, pinecone",9.1,-1.0,27.8,0.21,False,0.5393
CAND_0031354,0.6591,0.2,"faiss, langchain, llms, pinecone, rag",5.5,29.8,76.8,0.74,False,0.5391
CAND_0002623,0.6559,0.2,"embeddings, faiss, langchain, pinecone, rag",7.9,-1.0,35.4,0.18,False,0.5391
CAND_0003625,0.6333,0.2,"faiss, langchain, llms, pinecone, rag",7.0,-1.0,62.0,0.71,False,0.5389
CAND_0089491,0.633,0.16,"embeddings, faiss, langchain, rag",6.2,20.2,75.9,0.33,True,0.5384
CAND_0022260,0.632,0.16,"langchain, llms, pinecone, rag",6.7,-1.0,60.1,0.46,True,0.5379
CAND_0004733,0.6345,0.2,"embeddings, faiss, langchain, llms, rag",5.6,28.7,75.4,0.4,True,0.5376
CAND_0018202,0.6455,0.2,"embeddings, faiss, llms, pinecone, rag",6.6,-1.0,53.7,0.2,True,0.5376
CAND_0029530,0.6361,0.08,"pinecone, rag",6.6,26.2,82.6,0.21,True,0.5375
CAND_0061686,0.6415,0.16,"faiss, langchain, llms, rag",7.7,-1.0,70.5,0.11,False,0.5373
CAND_0085899,0.6364,0.16,"faiss, llms, pinecone, rag",8.8,-1.0,30.7,0.12,False,0.5372
CAND_0073874,0.6367,0.16,"faiss, langchain, pinecone, rag",6.5,-1.0,56.2,0.54,True,0.5367
CAND_0077937,0.6384,0.08,"langchain, rag",9.1,-1.0,36.4,0.17,False,0.5365
CAND_0029676,0.6424,0.12,"faiss, llms, pinecone",7.4,-1.0,78.0,0.32,False,0.5358
CAND_0094686,0.6333,0.2,"embeddings, faiss, langchain, pinecone, rag",6.7,-1.0,65.3,0.75,False,0.5358
CAND_0090308,0.6354,0.12,"embeddings, langchain, pinecone",7.1,-1.0,66.6,0.15,True,0.5355
CAND_0038483,0.6367,0.12,"embeddings, faiss, rag",7.9,-1.0,55.9,0.42,False,0.5349
CAND_0085289,0.6337,0.2,"embeddings, faiss, llms, pinecone, rag",7.2,-1.0,62.3,0.43,False,0.5349
CAND_0078121,0.6492,0.16,"embeddings, llms, pinecone, rag",7.5,-1.0,68.2,0.07,False,0.5348
CAND_0015823,0.636,0.16,"faiss, llms, pinecone, rag",6.6,-1.0,37.4,0.7,True,0.5337
CAND_0015568,0.6499,0.12,"faiss, llms, rag",6.4,-1.0,72.1,0.22,True,0.5336
CAND_0023359,0.6344,0.24,"embeddings, faiss, langchain, llms, pinecone, rag",7.5,1.6,49.3,0.17,False,0.5334
CAND_0051793,0.6411,0.2,"embeddings, langchain, llms, pinecone, rag",6.4,3.5,74.4,0.54,False,0.533
CAND_0028932,0.6506,0.24,"embeddings, faiss, langchain, llms, pinecone, rag",5.2,30.2,81.4,0.59,False,0.5327
CAND_0071760,0.6336,0.16,"embeddings, faiss, llms, rag",6.7,31.8,55.8,0.67,False,0.5324
CAND_0017185,0.6388,0.12,"embeddings, pinecone, rag",7.7,-1.0,54.8,0.44,False,0.532
CAND_0079407,0.6369,0.12,"embeddings, faiss, langchain",7.5,4.0,44.2,0.72,False,0.5313
CAND_0080157,0.6341,0.2,"embeddings, faiss, llms, pinecone, rag",6.1,5.8,64.6,0.27,True,0.5312
CAND_0054864,0.6421,0.24,"embeddings, faiss, langchain, llms, pinecone, rag",5.9,20.0,67.1,0.55,False,0.5311
CAND_0084584,0.6396,0.2,"embeddings, faiss, langchain, llms, rag",6.4,44.2,72.9,0.12,False,0.5311
CAND_0010911,0.6321,0.2,"embeddings, faiss, langchain, llms, rag",7.5,8.8,48.4,0.25,False,0.5304
CAND_0025804,0.6343,0.2,"embeddings, faiss, langchain, llms, rag",7.7,-1.0,35.1,0.37,False,0.5298
CAND_0085263,0.6424,0.2,"embeddings, faiss, langchain, pinecone, rag",6.0,-1.0,56.7,0.33,True,0.5295
CAND_0021974,0.6444,0.2,"embeddings, langchain, llms, pinecone, rag",6.3,-1.0,77.4,0.41,False,0.5292
CAND_0037006,0.6319,0.16,"embeddings, faiss, langchain, rag",6.5,-1.0,48.8,0.48,True,0.5287
CAND_0052875,0.6358,0.08,"embeddings, langchain",8.2,16.3,51.3,0.12,False,0.528
CAND_0052433,0.6355,0.16,"faiss, llms, pinecone, rag",6.6,-1.0,68.3,0.67,False,0.528
CAND_0034369,0.6409,0.24,"embeddings, faiss, langchain, llms, pinecone, rag",6.4,-1.0,55.6,0.52,False,0.5279
CAND_0081253,0.6329,0.16,"embeddings, langchain, llms, rag",6.5,-1.0,72.8,0.69,False,0.5275
CAND_0088699,0.6368,0.16,"langchain, llms, pinecone, rag",6.9,-1.0,76.0,0.3,False,0.5274
CAND_0094670,0.6317,0.12,"faiss, langchain, rag",7.7,26.8,27.8,0.58,False,0.5272
CAND_0083004,0.6557,0.16,"embeddings, faiss, pinecone, rag",6.4,-1.0,29.5,0.42,True,0.5272
CAND_0083384,0.6473,0.2,"embeddings, faiss, langchain, llms, rag",6.5,-1.0,78.1,0.14,False,0.5269
CAND_0040650,0.6409,0.08,"faiss, langchain",7.5,-1.0,48.3,0.66,False,0.5264
CAND_0053579,0.6406,0.2,"embeddings, faiss, langchain, llms, rag",6.4,-1.0,49.6,0.77,False,0.5262
CAND_0024216,0.6421,0.2,"embeddings, faiss, langchain, llms, rag",7.1,-1.0,55.6,0.18,False,0.5262
CAND_0065769,0.633,0.12,"embeddings, langchain, pinecone",6.0,42.1,47.0,0.52,True,0.5262
CAND_0009116,0.6401,0.12,"faiss, langchain, rag",6.6,8.1,69.7,0.61,False,0.5256
CAND_0058144,0.6484,0.16,"embeddings, faiss, langchain, rag",7.0,-1.0,26.5,0.12,True,0.525
CAND_0030364,0.6428,0.16,"embeddings, faiss, langchain, llms",6.3,17.2,56.2,0.68,False,0.525
CAND_0073871,0.6396,0.16,"embeddings, faiss, langchain, pinecone",5.5,-1.0,60.9,0.68,True,0.5246
CAND_0098621,0.6489,0.16,"embeddings, faiss, langchain, pinecone",5.7,-1.0,83.9,0.67,False,0.5245
CAND_0029295,0.6348,0.2,"embeddings, faiss, llms, pinecone, rag",6.1,35.1,65.4,0.39,False,0.5243
CAND_0036476,0.6366,0.24,"embeddings, faiss, langchain, llms, pinecone, rag",6.6,6.4,40.9,0.52,False,0.5243
CAND_0003395,0.6316,0.16,"embeddings, llms, pinecone, rag",5.7,-1.0,66.9,0.56,True,0.524
CAND_0088640,0.6356,0.16,"embeddings, faiss, langchain, llms",6.4,-1.0,83.6,0.41,False,0.5239
CAND_0013982,0.6386,0.08,"faiss, pinecone",6.9,48.0,48.6,0.52,False,0.5236
CAND_0054141,0.6419,0.24,"embeddings, faiss, langchain, llms, pinecone, rag",7.1,-1.0,41.1,0.13,False,0.5234
CAND_0042018,0.6322,0.2,"embeddings, faiss, langchain, pinecone, rag",6.4,-1.0,68.1,0.48,False,0.5225
CAND_0088960,0.6404,0.16,"faiss, langchain, llms, pinecone",5.9,18.8,83.3,0.43,False,0.5224
CAND_0069936,0.6338,0.16,"faiss, langchain, pinecone, rag",7.1,-1.0,26.4,0.21,True,0.5224
CAND_0053908,0.6341,0.2,"embeddings, faiss, langchain, llms, rag",6.8,-1.0,69.0,0.16,False,0.5223
CAND_0078471,0.6485,0.16,"faiss, langchain, llms, rag",6.2,-1.0,51.6,0.14,True,0.5223
CAND_0005155,0.6338,0.12,"faiss, llms, pinecone",5.7,-1.0,66.9,0.65,True,0.5218
CAND_0078489,0.6412,0.2,"embeddings, faiss, llms, pinecone, rag",5.6,21.9,25.3,0.66,True,0.5216
CAND_0017518,0.6342,0.2,"embeddings, faiss, langchain, pinecone, rag",6.7,-1.0,56.5,0.39,False,0.5211
CAND_0093357,0.6408,0.16,"embeddings, langchain, llms, rag",6.6,-1.0,64.5,0.41,False,0.5209
CAND_0047998,0.6326,0.24,"embeddings, faiss, langchain, llms, pinecone, rag",6.0,35.5,58.2,0.27,False,0.5201
CAND_0029349,0.6351,0.08,"faiss, pinecone",7.8,-1.0,29.6,0.66,False,0.5201
CAND_0084878,0.6364,0.2,"embeddings, faiss, langchain, pinecone, rag",6.4,-1.0,41.7,0.77,False,0.5201
CAND_0005610,0.6383,0.24,"embeddings, faiss, langchain, llms, pinecone, rag",5.3,-1.0,70.2,0.12,True,0.5198
CAND_0095579,0.6322,0.16,"faiss, langchain, llms, pinecone",6.4,-1.0,61.6,0.69,False,0.5196
CAND_0077776,0.6523,0.2,"embeddings, faiss, langchain, pinecone, rag",5.3,31.7,57.8,0.63,False,0.5194
CAND_0021472,0.6526,0.16,"embeddings, faiss, langchain, llms",5.9,38.3,38.7,0.67,False,0.5193
CAND_0089225,0.6426,0.2,"embeddings, faiss, llms, pinecone, rag",4.4,-1.0,83.6,0.6,True,0.5191
CAND_0080405,0.6342,0.08,"langchain, pinecone",6.6,-1.0,53.0,0.38,True,0.519
CAND_0059678,0.6458,0.12,"embeddings, llms, pinecone",5.5,-1.0,69.9,0.43,True,0.5187
CAND_0039003,0.6569,0.2,"embeddings, faiss, langchain, pinecone, rag",6.8,-1.0,26.3,0.37,False,0.5187
CAND_0010332,0.6368,0.2,"embeddings, faiss, llms, pinecone, rag",6.3,-1.0,59.3,0.48,False,0.5185
CAND_0038382,0.6349,0.2,"embeddings, faiss, langchain, llms, pinecone",7.0,-1.0,42.9,0.32,False,0.5185
CAND_0017448,0.6346,0.16,"embeddings, langchain, llms, rag",6.8,34.3,25.9,0.59,False,0.5183
CAND_0074425,0.6453,0.24,"embeddings, faiss, langchain, llms, pinecone, rag",5.5,23.4,29.4,0.26,True,0.5182
CAND_0091756,0.6324,0.2,"embeddings, langchain, llms, pinecone, rag",7.3,-1.0,31.8,0.33,False,0.518
CAND_0018882,0.6325,0.16,"embeddings, faiss, langchain, rag",5.9,-1.0,83.0,0.61,False,0.518
CAND_0072557,0.6422,0.12,"faiss, langchain, rag",7.5,-1.0,42.5,0.25,False,0.5179
CAND_0037933,0.6378,0.16,"embeddings, faiss, llms, rag",5.6,32.0,67.6,0.65,False,0.5178
CAND_0045335,0.6377,0.08,"pinecone, rag",7.3,18.6,31.7,0.64,False,0.5175
CAND_0034222,0.6429,0.2,"embeddings, faiss, langchain, llms, rag",6.8,29.5,35.0,0.12,False,0.5174
CAND_0050779,0.6345,0.24,"embeddings, faiss, langchain, llms, pinecone, rag",6.1,-1.0,46.5,0.62,False,0.5171
CAND_0091727,0.6459,0.2,"embeddings, faiss, langchain, llms, rag",6.6,-1.0,34.0,0.5,False,0.5169
CAND_0058521,0.642,0.2,"embeddings, faiss, langchain, pinecone, rag",6.2,8.1,69.0,0.16,False,0.5168
CAND_0054515,0.6436,0.16,"embeddings, faiss, pinecone, rag",6.4,-1.0,56.5,0.49,False,0.5168
CAND_0081163,0.6397,0.2,"embeddings, langchain, llms, pinecone, rag",5.8,-1.0,71.0,0.51,False,0.5166
CAND_0031266,0.6405,0.12,"llms, pinecone, rag",6.3,-1.0,73.7,0.51,False,0.5164
CAND_0023316,0.6441,0.0,,7.0,-1.0,68.5,0.66,False,0.5161
CAND_0000967,0.6467,0.16,"faiss, langchain, llms, rag",5.1,-1.0,58.8,0.58,True,0.5161
CAND_0066005,0.633,0.12,"faiss, llms, pinecone",7.1,-1.0,46.0,0.53,False,0.5154
CAND_0089098,0.6355,0.2,"embeddings, langchain, llms, pinecone, rag",6.1,-1.0,47.5,0.06,True,0.5153
CAND_0098356,0.6397,0.24,"embeddings, faiss, langchain, llms, pinecone, rag",5.8,17.4,37.5,0.65,False,0.5153
CAND_0083405,0.6542,0.16,"embeddings, faiss, langchain, pinecone",5.8,-1.0,60.8,0.58,False,0.5149
CAND_0011441,0.6382,0.08,"langchain, llms",7.6,23.2,31.9,0.28,False,0.5144
CAND_0082476,0.6515,0.2,"faiss, langchain, llms, pinecone, rag",5.9,-1.0,44.2,0.61,False,0.5142
CAND_0022989,0.6423,0.2,"embeddings, faiss, langchain, pinecone, rag",6.2,-1.0,50.9,0.45,False,0.5141
CAND_0022042,0.6332,0.08,"faiss, llms",8.3,-1.0,33.1,0.09,False,0.5139
CAND_0098723,0.6469,0.16,"embeddings, faiss, llms, rag",5.5,8.4,76.6,0.51,False,0.5136
CAND_0065387,0.64,0.16,"langchain, llms, pinecone, rag",6.2,-1.0,49.6,0.69,False,0.5135
CAND_0036114,0.6371,0.12,"embeddings, langchain, rag",7.9,-1.0,27.9,0.16,False,0.5133
CAND_0020231,0.641,0.2,"embeddings, faiss, langchain, pinecone, rag",5.9,-1.0,83.0,0.11,False,0.5133
CAND_0029474,0.6344,0.2,"embeddings, faiss, llms, pinecone, rag",5.3,-1.0,63.0,0.22,True,0.5113
CAND_0022431,0.6399,0.16,"embeddings, faiss, llms, pinecone",5.4,-1.0,82.2,0.6,False,0.511
CAND_0071881,0.6523,0.2,"embeddings, faiss, llms, pinecone, rag",6.7,-1.0,30.9,0.16,False,0.5104
CAND_0010207,0.6427,0.16,"embeddings, langchain, llms, rag",5.9,-1.0,51.1,0.71,False,0.5102
CAND_0071884,0.635,0.2,"embeddings, langchain, llms, pinecone, rag",4.2,-1.0,74.3,0.71,True,0.51
CAND_0054400,0.6446,0.16,"faiss, llms, pinecone, rag",6.1,-1.0,58.0,0.42,False,0.5099
CAND_0035477,0.6318,0.16,"embeddings, langchain, pinecone, rag",5.9,31.0,43.5,0.7,False,0.5099
CAND_0022484,0.638,0.24,"embeddings, faiss, langchain, llms, pinecone, rag",4.1,-1.0,71.1,0.56,True,0.5094
CAND_0091943,0.6422,0.2,"embeddings, faiss, langchain, llms, pinecone",6.0,-1.0,63.2,0.22,False,0.5093
CAND_0035214,0.653,0.2,"embeddings, faiss, llms, pinecone, rag",5.3,-1.0,70.5,0.38,False,0.5091
CAND_0010817,0.6354,0.2,"faiss, langchain, llms, pinecone, rag",4.7,42.8,70.7,0.64,False,0.5091
CAND_0030845,0.6341,0.16,"faiss, langchain, llms, rag",6.1,-1.0,69.1,0.37,False,0.5087
CAND_0024407,0.6352,0.2,"embeddings, langchain, llms, pinecone, rag",5.3,-1.0,31.9,0.64,True,0.5087
CAND_0002631,0.6573,0.2,"embeddings, faiss, langchain, pinecone, rag",5.6,-1.0,46.1,0.49,False,0.5084
CAND_0021903,0.6491,0.16,"langchain, llms, pinecone, rag",4.2,42.3,67.7,0.31,True,0.5084
CAND_0055518,0.6503,0.12,"embeddings, langchain, llms",6.2,-1.0,43.8,0.62,False,0.5076
CAND_0086254,0.6321,0.16,"faiss, llms, pinecone, rag",5.6,10.3,75.4,0.48,False,0.5072
CAND_0096310,0.638,0.12,"faiss, llms, pinecone",5.7,-1.0,69.2,0.72,False,0.5072
CAND_0033562,0.6361,0.24,"embeddings, faiss, langchain, llms, pinecone, rag",4.6,-1.0,77.5,0.74,False,0.507
CAND_0050476,0.6374,0.12,"faiss, pinecone, rag",5.3,33.1,47.0,0.36,True,0.5069
CAND_0093767,0.6472,0.24,"embeddings, faiss, langchain, llms, pinecone, rag",5.9,-1.0,42.6,0.25,False,0.5064
CAND_0053470,0.6449,0.24,"embeddings, faiss, langchain, llms, pinecone, rag",4.6,-1.0,63.6,0.14,True,0.5064
CAND_0088952,0.6377,0.16,"embeddings, langchain, pinecone, rag",6.7,-1.0,28.5,0.49,False,0.5058
CAND_0092551,0.656,0.16,"embeddings, faiss, llms, pinecone",6.4,-1.0,35.4,0.26,False,0.5055
CAND_0029338,0.6363,0.0,,6.9,-1.0,59.9,0.64,False,0.5053
CAND_0008034,0.6384,0.16,"embeddings, llms, pinecone, rag",4.6,-1.0,84.8,0.25,True,0.5051
CAND_0036303,0.6383,0.16,"faiss, langchain, llms, rag",5.1,7.2,70.2,0.08,True,0.5048
CAND_0050556,0.6425,0.12,"embeddings, langchain, llms",6.4,-1.0,45.1,0.5,False,0.5048
CAND_0088371,0.6421,0.08,"embeddings, faiss",6.0,-1.0,25.6,0.63,True,0.5047
CAND_0052016,0.6421,0.2,"faiss, langchain, llms, pinecone, rag",5.9,-1.0,28.5,0.71,False,0.5046
CAND_0096126,0.6336,0.16,"embeddings, faiss, langchain, pinecone",4.5,9.6,56.4,0.75,True,0.5044
CAND_0034020,0.6494,0.24,"embeddings, faiss, langchain, llms, pinecone, rag",3.6,-1.0,63.5,0.64,True,0.5036
CAND_0071383,0.6391,0.2,"embeddings, faiss, langchain, llms, pinecone",5.6,-1.0,62.9,0.35,False,0.5035
CAND_0011787,0.6351,0.12,"embeddings, faiss, pinecone",5.6,-1.0,79.5,0.54,False,0.5035
CAND_0001776,0.6322,0.16,"embeddings, faiss, langchain, llms",5.1,-1.0,84.4,0.63,False,0.5032
CAND_0030104,0.6417,0.0,,6.9,-1.0,74.0,0.23,False,0.5027
CAND_0084844,0.6442,0.12,"llms, pinecone, rag",6.4,-1.0,57.9,0.17,False,0.5022
CAND_0002662,0.6331,0.16,"faiss, langchain, llms, pinecone",5.4,13.0,61.0,0.64,False,0.5021
CAND_0097210,0.6408,0.24,"embeddings, faiss, langchain, llms, pinecone, rag",4.3,-1.0,76.5,0.7,False,0.5016
CAND_0082520,0.6326,0.12,"embeddings, faiss, pinecone",6.4,-1.0,54.7,0.39,False,0.5013
CAND_0078233,0.6361,0.16,"faiss, langchain, llms, pinecone",6.6,-1.0,45.7,0.13,False,0.5008
CAND_0078140,0.6329,0.2,"embeddings, faiss, langchain, llms, rag",4.5,-1.0,82.0,0.11,True,0.5008
CAND_0097936,0.6391,0.16,"langchain, llms, pinecone, rag",4.3,4.6,58.6,0.68,True,0.5006
CAND_0014067,0.6376,0.04,llms,6.7,22.8,42.3,0.46,False,0.5006
CAND_0071908,0.6535,0.2,"embeddings, faiss, langchain, pinecone, rag",6.0,-1.0,33.6,0.23,False,0.5005
CAND_0008795,0.6452,0.2,"embeddings, langchain, llms, pinecone, rag",4.6,-1.0,57.0,0.24,True,0.5003
CAND_0056230,0.642,0.08,"faiss, pinecone",5.2,-1.0,74.1,0.2,True,0.5001
CAND_0091836,0.6369,0.12,"faiss, langchain, rag",6.1,-1.0,42.2,0.68,False,0.5
CAND_0043224,0.6336,0.16,"embeddings, langchain, llms, pinecone",5.4,41.4,67.8,0.16,False,0.4999
CAND_0056355,0.6353,0.12,"langchain, llms, rag",6.5,-1.0,45.1,0.39,False,0.4999
CAND_0053392,0.6449,0.12,"embeddings, faiss, rag",5.0,40.5,41.6,0.2,True,0.4994
CAND_0069441,0.6437,0.16,"faiss, llms, pinecone, rag",6.3,-1.0,42.6,0.2,False,0.4991
CAND_0016695,0.6424,0.12,"langchain, llms, rag",5.5,-1.0,66.1,0.55,False,0.4987
CAND_0010180,0.6328,0.0,,7.6,-1.0,48.1,0.2,False,0.4985
CAND_0076729,0.6422,0.12,"langchain, llms, rag",5.3,-1.0,67.9,0.64,False,0.4983
CAND_0051796,0.6343,0.12,"langchain, llms, rag",6.4,-1.0,36.9,0.55,False,0.4981
CAND_0030821,0.6385,0.12,"embeddings, faiss, rag",5.9,36.0,42.4,0.36,False,0.498
CAND_0025489,0.6329,0.0,,6.6,-1.0,80.9,0.3,False,0.4979
CAND_0053436,0.6394,0.16,"embeddings, faiss, pinecone, rag",5.8,-1.0,48.6,0.45,False,0.4975
CAND_0077351,0.6326,0.12,"embeddings, faiss, langchain",5.8,35.4,57.1,0.26,False,0.4972
CAND_0026633,0.6331,0.16,"embeddings, faiss, llms, rag",6.1,-1.0,44.5,0.41,False,0.4971
CAND_0035297,0.635,0.16,"embeddings, langchain, llms, rag",6.1,-1.0,41.7,0.42,False,0.497
CAND_0062958,0.638,0.16,"faiss, llms, pinecone, rag",4.2,-1.0,75.8,0.4,True,0.4969
CAND_0002140,0.6381,0.12,"faiss, pinecone, rag",5.8,-1.0,41.7,0.09,True,0.4966
CAND_0032471,0.6405,0.2,"embeddings, faiss, langchain, llms, rag",6.3,5.9,26.8,0.17,False,0.4965
CAND_0013264,0.6509,0.08,"embeddings, faiss",3.9,-1.0,76.6,0.75,True,0.4962
CAND_0014819,0.6339,0.08,"langchain, rag",6.0,36.8,62.9,0.16,False,0.4962
CAND_0078384,0.6374,0.24,"embeddings, faiss, langchain, llms, pinecone, rag",5.4,-1.0,39.5,0.45,False,0.4959
CAND_0019803,0.6349,0.16,"langchain, llms, pinecone, rag",5.2,-1.0,83.4,0.29,False,0.4958
CAND_0068102,0.6459,0.24,"embeddings, faiss, langchain, llms, pinecone, rag",2.8,49.9,79.3,0.2,True,0.4956
CAND_0042258,0.6348,0.08,"llms, pinecone",5.6,46.2,69.7,0.17,False,0.4952
CAND_0052956,0.6417,0.0,,6.0,-1.0,70.7,0.63,False,0.4951
CAND_0096537,0.6403,0.16,"embeddings, langchain, llms, pinecone",4.0,-1.0,67.3,0.57,True,0.4949
CAND_0046300,0.6442,0.2,"embeddings, faiss, langchain, llms, rag",5.3,-1.0,49.1,0.4,False,0.4947
CAND_0061887,0.6431,0.2,"embeddings, faiss, langchain, pinecone, rag",5.0,-1.0,78.6,0.13,False,0.4947
CAND_0092033,0.6495,0.24,"embeddings, faiss, langchain, llms, pinecone, rag",5.2,-1.0,45.7,0.23,False,0.4945
CAND_0019910,0.6341,0.16,"embeddings, langchain, llms, rag",5.0,-1.0,81.2,0.42,False,0.4943
CAND_0017362,0.6391,0.16,"embeddings, llms, pinecone, rag",5.1,11.8,33.5,0.27,True,0.494
CAND_0059182,0.6392,0.24,"embeddings, faiss, langchain, llms, pinecone, rag",5.1,-1.0,60.8,0.19,False,0.4937
CAND_0068896,0.6344,0.2,"embeddings, faiss, langchain, llms, rag",5.3,-1.0,37.0,0.06,True,0.4935
CAND_0047470,0.6316,0.2,"embeddings, langchain, llms, pinecone, rag",4.6,-1.0,26.5,0.74,True,0.4932
